,0,1
0,37937.0,-0.8480516187308818
1,32690.0,-0.9795954909934234
2,38782.0,1.1160949804989755
3,38293.0,0.49953460077091016
4,148313.0,-1.5367947883579178
5,104411.0,0.31610763402919545
6,148314.0,0.38094333838267347
7,37202.0,-0.75
8,43158.0,0.5658532014000441
9,9307.0,-1.5419152402164065
10,42153.0,0.5291870598750531
11,38327.0,4.262481855405364
12,38801.0,20.0
13,26502.0,3.824656999337854
14,67950.0,1.5986330049623478
15,67958.0,2.4810331306875586
16,67959.0,3.9570946121609665
17,37112.0,1.8184757081743423
18,36393.0,100.0
19,148286.0,2.782642034714068
20,67898.0,2.0347105153734537
21,164352.0,12.051879687409855
22,37990.0,2.2834835404826284
23,27423.0,7.26926892284099
24,38440.0,4.296050249476901
25,21812.0,7.679792665950954
26,11736.0,2.1923298953230663
27,37858.0,3.8195212948789004
28,38366.0,2.5697083032431367
29,37983.0,8.00330147189662
30,39578.0,2.2919653677122085
31,38336.0,2.3411386274438177
32,52280.0,6.433775923139137
33,36835.0,-0.4902063686819741
34,37065.0,0.0513733955752954
35,78462.0,-0.5728040826332237
36,37047.0,-0.2373980172201513
37,37021.0,-0.650481271701421
38,37051.0,-0.6655255686089456
39,104386.0,-0.606530070621432
40,32863.0,0.6053625796187826
41,37957.0,-0.588249470334959
42,37909.0,-0.43683233997676424
43,38357.0,-0.5715973171698547
44,37900.0,0.006770146189005154
45,38231.0,0.1743183031818641
46,131530.0,-0.30466901446166944
47,37886.0,0.11585256560889354
48,37903.0,-0.4676318834523397
49,37889.0,0.04528643044775962
50,94030.0,0.21147747679730705
51,37893.0,0.3696298155335404
52,37981.0,-0.03345339248533078
53,131531.0,0.38652120383433825
54,130027.0,-0.07861707215755002
55,34480.0,21.033985000288464
56,38778.0,4.71145266483062
57,37069.0,4.0412540964455
58,38388.0,3.253010697736623
59,26458.0,1.6936028949516584
60,13423.0,3.8623211045754435
61,38389.0,3.6277263738643657
62,30949.0,3.029189722883531
63,38393.0,2.2805181889623745
64,38253.0,2.3187555931072286
65,38383.0,4.549147272780054
66,31316.0,0.247314732271635
67,164694.0,1.3834962500721155
68,38378.0,1.8186064585992718
69,33657.0,2.5203341056444564
70,38318.0,3.485292900202546
71,37945.0,5.780639062229567
72,33622.0,1.3212353698333692
73,38247.0,4.324798266994353
74,16387.0,5.314666987008957
75,94288.0,4.092318440294917
76,94284.0,1.218066530410663
77,45832.0,14.943358332852563
78,26669.0,4.213687155883241
79,33671.0,3.485292900202546
80,163670.0,1.7000870065094469
81,37100.0,5.778369193142861
82,75500.0,0.9790096814955014
83,37887.0,-1.1441805003750014
84,104378.0,2.9295233336112094
85,39875.0,10.081691092675168
86,46335.0,1.8259102469069473
87,38248.0,100.0
88,36841.0,14.895261431377943
89,38255.0,4.89978256544787
90,104382.0,2.197634144605549
91,33662.0,2.438764636434079
92,37044.0,7.638655462184876
93,32760.0,2.0547046529453867
94,38229.0,2.70823029090284
95,148336.0,5.577625773954098
96,27364.0,-1.292481250360578
97,33620.0,2.450558728166315
98,38798.0,6.9897775346596935
99,38794.0,0.5007870774651834
100,38789.0,-0.5077031289815651
101,20445.0,-0.6054396792052278
102,46580.0,23.20751874963942
103,39498.0,5.0096115913705965
104,12692.0,1.4109428968926025
105,37038.0,-0.6549946429601652
106,38186.0,0.10584418300573432
107,12574.0,4.186262219204602
108,38337.0,2.636860834001855
109,12473.0,4.530318640899025
110,38233.0,8.376925031521314
111,32637.0,0.12114241522213572
112,38797.0,2.5875915241201235
113,37262.0,3.561359219224936
114,148315.0,2.016398041688124
115,39580.0,18.344659533313557
116,30692.0,3.9015298764906965
117,38800.0,0.9299092157183162
118,47411.0,3.5588961527510614
119,35412.0,3.406207853459908
120,39631.0,2.6508246917911342
121,39591.0,2.4421471223093767
122,148335.0,3.2603729434381736
123,37902.0,32.47167916642628
124,38251.0,0.16339892341047096
125,27110.0,-0.5153657318490806
126,131394.0,17.85263154737866
127,27838.0,13.553460576941571
128,38341.0,2.5117282534396796
129,17883.0,24.0
130,50160.0,16.333333333333332
131,38349.0,9.1
132,21834.0,2.431046373785466
133,37953.0,4.42028245022866
134,38339.0,6.212211354388571
135,38343.0,4.6930625654308065
136,30404.0,32.0
137,38353.0,9.798297353865461
138,39848.0,7.773707700847784
139,34025.0,0.3333333333333333
140,37988.0,-0.8087502642254936
141,38342.0,-0.5823937608179852
142,38441.0,0.2514663070129784
143,37979.0,0.7628913798194152
144,38369.0,3.3133551029173045
145,37861.0,3.6176136742398834
146,106013.0,4.304114087323068
147,131403.0,12.624477963311573
148,38780.0,0.0
149,38785.0,0.3500031769916509
150,156551.0,5.5590744045480145
151,26224.0,7.945601166679645
152,41109.0,1.2535781707793476
153,26916.0,3.7004404776084705
154,30934.0,2.253804235131608
155,30485.0,13.592318440294914
156,104404.0,4.220027393680973
157,38292.0,2.4185386083974656
158,39594.0,4.420478387655621
159,25465.0,2.550485271692758
160,38273.0,3.398375282264571
161,12099.0,4.345054575701837
162,38945.0,1.5549399567449318
163,95609.0,1.8287453946656773
164,15662.0,5.743092056923575
165,38391.0,2.9626271955766383
166,46552.0,4.096738361374784
167,37971.0,-0.15074856197536943
168,39772.0,-0.3333333333333333
169,78902.0,-0.1260874114222704
170,6803.0,-0.861654166907052
171,67939.0,-0.861654166907052
172,67940.0,0.0
173,38249.0,-0.09297879445638178
174,39859.0,0.6940217691291001
175,40521.0,0.5496452223248003
176,36832.0,2.6659199341805544
177,95614.0,3.0229595913475418
178,38289.0,0.16822713369251494
179,34334.0,-0.7302676455894697
180,69629.0,-1.4775900975430825
181,38290.0,-0.04053442830205733
182,39573.0,3.0928839421727403
183,154433.0,5.547045890662116
184,17276.0,2.911910520306108
185,6800.0,1.8517176481214328
186,38791.0,6.573481455849231
187,38969.0,2.2954557871846144
188,178291.0,1.4180517901073901
